board_state,score
-1-1-1-1010-1-1,1
1100-10101,1
-1101-100-11,1
1-10-1-1-1-1-1-1,1
001-110-1-11,0
10-1-101010,0
1100-1-1010,-1
-10-110-11-10,-1
0-1-11001-1-1,0
-11-11100-10,1
-1-1100-1-11-1,1
0-1110-10-1-1,0
0-100-11-1-11,1
11-1-10001-1,1
00-11-1-1011,1
-1010-11-1-1-1,1
-11-10-1-10-11,1
-10001-1-1-11,-1
0-10-111-1-1-1,1
-11001-1-1-10,-1
101-1-10-10-1,-1
011-10-1-10-1,0
0-11-1-1-101-1,1
1-10-11100-1,1
010-101-1-1-1,1
1-1000-1-1-11,1
10-1-1010-11,1
1011100-10,1
10-10-10101,-1
-110100-1-1-1,1
-1-1-10-111-10,0
-1011-1-10-10,0
1-1-100-1-1-11,1
010-10110-1,0
0-1-11-1-1001,-1
110010-1-1-1,1
-1-10-11-1100,0
10-111000-1,-1
110-10010-1,-1
0-10-10-11-11,-1
1-10-1-10-11-1,1
-101-100110,1
1101-1-10-10,1
01-1-1-10-1-11,1
001-10-1011,-1
-110-1-11-1-10,1
-101-10-101-1,0
0-1-1-1-10-1-11,0
-11-10010-11,1
0-1-110-1-1-11,1
101-100-1-11,1
1-110-10010,-1
11-1-100010,-1
0-1-11-1-1-1-1-1,1
-1-11-1-1-10-10,1
101-11000-1,-1
0-11011-100,-1
-1-110-1100-1,-1
-1-10-1-111-10,1
-1-1100-11-10,1
01-110-101-1,1
01-11-10-10-1,0
-1-11-10-101-1,1
001-1-101-1-1,-1
0101-1-1-1-1-1,1
10-110-10-11,1
-1001-111-10,1
-1-10-101-110,1
01-10-111-10,1
10101001-1,0
0-1-1-10-111-1,1
-1-101-1100-1,-1
10110-10-1-1,1
10011-1010,1
010-111-100,-1
-10-1-1-1-110-1,-1
0-1111-1-100,1
0100-1-11-11,0
-110-1-11-100,0
1-1-10-1-1001,-1
-1-1010-1110,1
-1-1-11-1001-1,1
-1-10110-101,0
-1-1-11-1-1-10-1,1
-1-11010001,-1
00-1-11-11-1-1,1
-11100-11-10,1
-1-1-1-10-110-1,0
100-1-10-1-11,-1
110001-1-1-1,1
1100-1-1-1-10,1
-11-110-1100,1
-1-1-11001-10,-1
-1-1-11-1-100-1,1
-101100011,0
-1-100-1-1-1-11,0
1001-10-11-1,1
1-1-110-10-1-1,1
-1-1-1-1110-10,1
01-10-11-110,1
1100-1-11-10,1
1-1-10-1-10-11,1
-1-11-1-10100,-1
101-1-1-1100,1
1001-10-1-1-1,-1
0-10-10-111-1,-1
-10-1011-110,1
-11-1-1-1-1-1-10,1
01-110-1-1-1-1,1
001110-1-10,-1
11-10-11-100,1
0-11-1110-10,1
0-1-1-101011,1
1-11-100-101,1
1-10001-101,1
-11-101-1-10-1,1
1-100-1-1-1-1-1,0
001-11-1010,0
-10011010-1,-1
-1-1-1-110001,-1
0-1-1-11-1-110,0
1011-1-1-100,1
10-1-1-10101,1
-1-110-1001-1,1
11-1001-1-10,0
-10110-1-1-10,1
-11-1001010,1
-1-10101-101,1
0-1-11-1-1-101,1
-10-1-11-110-1,-1
-1-1-11-100-1-1,0
-10101-101-1,1
10100-101-1,0
0-1-1-110-110,-1
1-1-10-1-1-1-10,0
10-10110-1-1,0
10-10-11-1-10,0
-1-111001-10,1
0-10011-11-1,1
0110-11100,1
-1-10-11-10-1-1,0
-1-1-1-1-110-1-1,1
1-10-101100,-1
-10-1-111100,-1
1-1-10-10-11-1,1
-10-10-1-11-11,-1
110100-1-1-1,1
00110-101-1,0
0-111-11-100,1
10101-1010,0
-1-1100-1-101,-1
-11-1-10-1-110,1
-111-10-10-10,-1
-1-111-10100,-1
-101001-110,0
-11001-11-10,1
-10-1101-1-1-1,1
00-11-10-111,1
010-1-1-1101,0
01-1-1-10011,1
-1-10100-1-11,-1
0-1-1-110101,0
1-101-110-10,1
0100-1110-1,0
10-1-1-1-110-1,1
00-11101-10,-1
1010-1-10-11,-1
-101010-1-1-1,-1
1000110-1-1,-1
-11-1-101001,1
-1-1101-10-10,1
-100-110-1-11,-1
10-1-110-1-10,0
1001-1-1-1-10,-1
001011-1-10,-1
01-10-10-111,1
-11-1-101-10-1,1
0-10-1110-11,1
101-101-1-10,1
-101-110-10-1,-1
10-111-1-100,1
-1001-11100,-1
10-10-1-11-10,0
0-1-11-11001,-1
10-1-1-1001-1,0
-110001110,1
0-10-1111-10,1
00-101-111-1,1
0-10-1-1-1011,1
-11-11-10001,0
-1-1-1100-1-11,0
0010-111-10,-1
0-101001-11,-1
00-111-1001,-1
1010-10101,1
010-11-1-1-10,-1
-10011-10-1-1,-1
1-10-11010-1,1
00-11-11-1-10,-1
1-1-1010-10-1,-1
-1-11-10010-1,1
-11-11001-10,1
0011-101-1-1,1
-10010-111-1,1
00-1-1-1-11-1-1,1
1-1-11000-11,1
0-1-1-1-10110,1
10-101-11-10,0
-1011-110-10,1
01-11-10010,-1
-101-10-1-1-1-1,0
-10111-100-1,1
-10-110-1-1-1-1,1
1011-10-10-1,1
-100-11-110-1,-1
110-1-1-1-1-10,1
010-1-10101,0
-100011-1-11,1
-1101-1-10-10,1
1-10-11-100-1,-1
0101-10-11-1,1
00111001-1,0
101-1-1-10-1-1,1
-100-110-111,1
-1101-1001-1,1
01-110-10-1-1,1
001-1001-11,-1
1-10100-1-11,1
-1-1-101-1010,-1
1001-110-10,-1
-1001-1-1-1-11,1
11-1-1010-10,1
-1-100110-11,1
1-1-100-1110,1
1010-11-100,1
1-10-100101,-1
-111-1001-10,1
01-11100-1-1,0
0-111100-10,0
1-11-10-1-10-1,1
-1-1-1-1-1-10-1-1,0
001-1-1-1101,1
-10-1-11-10-1-1,0
-11-1-1-1-1-100,0
1-1000110-1,0
10-10-101-1-1,-1
-1110-1-1100,-1
-10010-11-1-1,-1
0-101-1-1011,1
-100-1011-1-1,1
0-1-1110-110,1
-1-1-101-10-1-1,0
11001100-1,1
0-11-11-1-1-10,1
1-10-1001-11,1
0-1-1-101-11-1,1
0-101-101-11,1
11-10-1-1-10-1,1
-1-1-110-1-101,1
00110-1-1-11,1
0-1110-1001,-1
00-1-1-1-1110,1
10-10-1-1011,1
00111-1-1-10,-1
10-110-10-1-1,1
-100-1-111-1-1,1
-101010-1-11,-1
-11011-10-10,1
0-1-1001-11-1,1
1-10-1-110-10,1
-10-1-1-1-1101,1
0-1-11-10011,1
1-101-10-10-1,-1
-110-110-101,0
-1-11-100-101,1
11-1-10-100-1,-1
-1-1011-10-1-1,0
100-101-11-1,1
-10101-1-10-1,-1
-1110-10-1-10,-1
-11-10-110-10,1
0-1-11-10110,1
0-1-11-1-1-1-10,0
-110011-10-1,1
-1001-1-110-1,-1
-101010-101,-1
1000111-10,0
-101010-11-1,0
-101-100-111,1
-1-1-1110001,0
-1-10-1-1-1110,1
01-101-1-1-10,-1
01-100-11-1-1,1
01-1-110-101,0
0-10-111-101,1
0-1001-1110,-1
10-1100011,1
1-1-1010-1-1-1,-1
001110-10-1,-1
-11-11000-11,1
11-10-1-10-10,-1
-10-11-11-1-10,1
-1-11-1-10-110,1
0011-11-10-1,1
-111-10100-1,1
01-11-1-1-1-10,1
-101-1-110-1-1,1
01-1-1-1-10-11,1
0-111-1-10-1-1,1
-1-10-11100-1,-1
0101-110-10,-1
-1-1100-10-11,-1
010011-101,1
-1-1-11-10-101,0
010-11-110-1,0
-1-100-1-11-1-1,0
1-11-100010,-1
-1-10-1-11-10-1,0
00-10-11-111,1
110-100-1-1-1,1
-1-1-1100-11-1,1
010-11-1100,0
00-1-1011-1-1,1
-1-110-10-1-11,1
0-1-1-1-101-1-1,0
01-11-1010-1,1
-1-1-1-101-110,1
-1-110-11100,1
1-110-10-1-1-1,1
1-110100-1-1,-1
-11-1100-110,1
11-1-1-1-100-1,1
0-100011-11,-1
101001-1-10,0
0-1-1-1-1-1-101,0
-1011-1-10-1-1,1
-11010-110-1,0
-1-1-110010-1,-1
0-11-1-1-1-110,1
1100-1-1-10-1,1
01-1-11-1001,1
00-1-11-10-11,1
0-10-11-10-11,1
-101-110010,0
-1001-1-1-110,1
-1-1-1100-110,1
010001-11-1,1
-1010-11010,0
-111-100001,-1
0011-11100,1
1-1-110-1-10-1,1
-1-110-1-1010,0
0-11-10-1-101,-1
01-1-11-10-1-1,1
00-11-1110-1,1
-11010-1-110,1
1010-100-11,-1
10-110-101-1,1
-100-111010,-1
101-1-1-1-1-10,1
-1100-1-1-110,-1
-1101-10001,0
-1-1-1001101,1
11-10-1-10-1-1,-1
-1-1-110-10-11,1
-1-111-1-1-100,1
-110-10-11-10,1
0-1-1-1-1-1110,1
-11-1-11-10-10,1
0-11-1001-1-1,1
00-11-10101,1
-1-10-10-1-111,1
01-1001-101,-1
00-1-1-11110,1
010-1101-1-1,1
-100011-110,0
00-1-1-10-111,-1
-1-11-100-1-11,1
00111-1001,0
1-10-10-1-101,1
-1-100-101-11,-1
-11-1-10-1100,-1
00-1-1-1011-1,-1
01-1100-1-11,0
-1001-11-1-10,-1
-110-11-1-10-1,1
0-1-1-10101-1,1
00-1-10-1-111,-1
01-1-1-10-110,-1
00-1-101011,-1
-10-1110-110,1
0101-1-101-1,1
001-1-11-1-1-1,-1
-1001-11010,-1
1-1-101010-1,-1
-10-111-10-10,-1
0111-10001,0
-1-10001-11-1,0
01-110-1-101,0
-101001110,1
-1-1-1010-1-1-1,-1
0-1-1-111001,1
001-1-1-1-110,0
1-10001-1-11,1
110-101-100,0
0-11-1100-1-1,0
101-100-1-1-1,1
100101-1-10,-1
1001-10-1-11,-1
-1-1011-100-1,-1
-1100-11-10-1,0
-10-10-11-1-1-1,0
0-111-1-1-10-1,1
-11100-110-1,1
110101-100,1
001011-10-1,-1
1-1-1-1-1100-1,1
-10-1-11-1-1-1-1,0
0-1-1-11-11-10,1
0-101-111-10,1
-1-10100101,-1
-11-10-1-1-110,1
1-1-100-11-10,0
0111-1-1-100,1
-11-10-1-1010,-1
0-11-11-1001,1
001-111-10-1,-1
1000-11-11-1,0
-1-1-11010-1-1,1
-10-101-1-1-1-1,0
010-11100-1,-1
1010-1-1-1-1-1,1
-1-10101-10-1,1
1-1001100-1,-1
0-1-1-11-1-10-1,0
0-11-10-1101,1
100-10-1-111,1
-110-1-1-11-10,1
001-11-1-101,-1
10-10-10-1-11,-1
-10-10101-1-1,-1
1-11-1001-10,1
-1-11-1-10-1-1-1,0
10101-1-1-10,0
0-1101-1-1-10,-1
0-111-100-1-1,0
-1-10-1-110-11,1
1-1-1010-110,1
1-1-1-1010-10,1
0-11100-101,0
00-110-1-111,1
-110-11-1001,0
-11-11-1000-1,0
-10011-1-10-1,-1
1100-10-1-11,1
10-1-10-1-110,0
00101-1-1-11,1
100-1-1-1011,1
-11-1100-10-1,-1
-110-1-1-1-10-1,0
1-1-1-1-1010-1,-1
011-100-101,0
010-11-1-101,0
-1-1-10-101-1-1,-1
1-100-1-11-10,0
1-101-1-1-100,-1
1-110-1-10-1-1,-1
0-1-100-11-11,-1
1001-110-1-1,1
-10-1010-11-1,-1
-11-1110-100,1
01-110-1-10-1,0
10-101100-1,-1
-10-10-1-11-1-1,-1
10-1-10101-1,1
010001-1-11,0
001-1-1-1-1-11,-1
10100-1-110,0
-11-1001100,0
00-1-1-101-11,-1
1-100-1-10-11,-1
00111-10-1-1,0
0101-1-110-1,1
0-101-11-10-1,-1
00-1-11-1011,1
10-10-11-1-1-1,0
-101011-100,-1
11-1-10-1100,-1
10-10110-10,0
10-1-1-11-100,1
110-1-100-1-1,1
-1110100-1-1,1
-1-1-10011-10,0
10-101001-1,-1
-1-111-10-1-10,0
1-10-1011-10,0
-1-10-10-1-11-1,1
0-1-1-1-11100,-1
1-1-1011-100,1
-11-10-1-1-1-10,0
011-10-101-1,1
-1-1-100-11-1-1,0
1-10-1-11001,1
-1-100-11-110,0
-100100-111,-1
0-10-11-1-1-1-1,0
0-1010-1101,0
100100-1-11,-1
10-1-1010-1-1,1
-110010101,0
-10-1-110110,1
-110-11-100-1,0
-1-100-110-11,1
-1100-1-1101,0
0-10-1-1-1-1-11,1
0100-11-110,-1
-10-101-1-11-1,1
001110-1-1-1,0
-110001-110,1
00-1-110-11-1,0
11-1-1000-11,1
-1-110010-1-1,-1
-101-1-1-1-1-1-1,0
01-1-11-1100,0
-1-11-1-10010,-1
0-1001-1-1-11,1
100-101-1-11,1
1-1-10-1-1010,-1
0-1001-11-1-1,0
001010-111,1
0-1010-111-1,1
1-10-11-1-1-10,1
011-1-1-10-1-1,1
-10-1-111010,0
-11-101-10-1-1,1
010-110-1-11,0
0-11110-100,-1
-1010-1-110-1,-1
-101-1100-1-1,0
100-11-1-1-1-1,0
01-1-10-110-1,0
-1001-1101-1,1
-1-101100-1-1,0
101-1-1-1-10-1,1
-1-1-1-110-10-1,0
10-10-1-1-11-1,0
001-11-101-1,1
11-100-1010,-1
1-10-1-1-1-10-1,0
1-1100-1100,-1
10-110-1-1-10,-1
00-1-1-1110-1,1
-1-101-10-1-11,0
010-11-11-10,1
1-10-1001-1-1,-1
-1-1-1-1-11-100,1
00-1-1-1-1-111,1
1-1-11-100-1-1,1
-1-1110-1-100,1
1-1-100110-1,1
1-100-11-1-1-1,0
-11-10-10-110,-1
1-11-1-1-1-100,1
-11011-1-100,1
00-11-1101-1,1
-1-1-101-1-10-1,0
110-101-1-10,1
00-1-110-1-11,0
-1-1-100-1-11-1,1
1-110-100-1-1,-1
0-10-11-101-1,-1
1-1-1100-110,1
1-1-1-1100-1-1,1
01-1-100-1-11,0
10-1-1-100-11,-1
-1-1-110100-1,1
-11100-101-1,1
-11-110-1-1-10,1
01-1-1-1010-1,0
110-11000-1,-1
0-1-1-110011,1
-1-10101100,-1
-11-11-100-10,1
11-1-1-1-1-100,1
-1-1-1110100,1
0101-100-11,0
0-11110010,0
0-1-1100011,0
00-1-1-11-1-1-1,-1
1001-11-1-10,-1
00111-1-10-1,-1
-1-1-110-1001,1
-11-100-101-1,1
-111-10010-1,1
10000111-1,0
10-1-100110,-1
1000-11011,1
11-100-101-1,1
0-1-10-11-110,1
1101-10001,1
10-101-1-1-1-1,0
-110011100,0
11-1-100-110,1
10-1-1001-1-1,-1
-1-10-110011,-1
-11-101100-1,1
010-111-1-10,-1
101001-110,0
-1-10-1-1-1-11-1,1
-1-1-10-1-11-1-1,0
1-1-110001-1,1
01-101-11-10,-1
-1-11-110-1-10,0
10-11-11-100,1
-111-101-100,1
-10-1011010,0
010-1-11001,1
0111-100-10,1
10-1-1-10-110,0
1001-100-11,-1
-101100110,1
-101-1-10101,1
1-1001-10-1-1,-1
0-10-1-11-1-11,1
-10-11-10-101,0
-1-1-10-1011-1,1
-110-1-11-10-1,1
-1-1100-1011,1
1-11100-10-1,1
0-1-10-1-1-11-1,-1
-101-10-11-10,1
-1-11100010,0
1-1-1-1-1001-1,1
0-1-1010-1-11,-1
-10110-11-10,1
001-1-10011,0
-10-11010-1-1,1
1-101-1-1-1-10,1
-1-10-11-1-101,0
-11-10-1001-1,-1
0-110-101-11,1
-1-11-100101,1
01011-1100,1
010-1-1-1-11-1,1
0-1110-110-1,1
10101100-1,1
10-1010-110,0
00-11-11-10-1,-1
010-11010-1,0
-1-10011-101,1
1-1001-110-1,0
0-101-11001,-1
-11-11-10100,1
0-1-100-1-111,-1
010-1110-1-1,1
0-1-110-1-11-1,1
10-101-10-1-1,-1
100001-1-11,1
0-10-1-11-1-1-1,1
0-10-1-1-111-1,1
-1-1-1-1101-10,1
-101100-1-1-1,0
1-11-1-1-10-10,1
-101-100-1-11,1
0-110-10-11-1,1
0-10-11-1-110,-1
00111-1-100,-1
-10-1110100,-1
-1100101-1-1,1
01110-1001,0
10001-1110,1
-1-101-11001,1
00-111-11-10,1
0-101-1101-1,1
-1010-11100,-1
100-1011-10,-1
110-10-110-1,0
0-1-10-11-1-1-1,0
0-1011-1-1-10,-1
-1-1-10-1101-1,1
0-1-110-11-1-1,1
-10-110-101-1,0
-10100-1-111,1
010101-1-1-1,1
10-11-1-1001,1
-1-101001-1-1,-1
10-11-110-10,1
-10-1-1-10-111,1
1-101-1001-1,1
01-1-11-1-100,0
1-1-10-110-10,0
-1-1-10-1-1101,1
-11-1-101010,1
00-11100-11,0
-10-1-110-11-1,1
-110001101,0
-1-100-11-11-1,1
0100-1-111-1,-1
0-1-1-101101,1
-1010-10101,-1
10-1110-10-1,-1
-10-11101-10,1
-1-101-1-1-101,1
-1100-1-11-10,0
-1010-1-1101,1
0-100-11110,1
-1-1-1-11001-1,0
-11-1-101-100,1
-110-1-1-1-101,0
010-11-10-11,1
1001-10011,1
-1000011-11,-1
-10-1-1-101-11,-1
1-11-110-100,1
110-10-1-1-10,1
1-1001-1-10-1,-1
-10-1-10-1011,0
00-1-10-111-1,-1
0110-1010-1,-1
-1-100011-11,0
-1010-10-111,1
-10-10-1110-1,0
1100-1-101-1,1
11-10-10100,-1
-1-10011-1-1-1,1
-110-10-1-11-1,1
0-1-110-101-1,1
-10-1001-1-11,-1
0-1100-1-111,1
-10-11-11001,1
01111000-1,1
-10-1010-111,-1
-1-1-1010-11-1,-1
00-110-111-1,1
-10-10101-11,-1
01110-1-10-1,1
10-1-110-10-1,-1
-10-1-11-1100,-1
1-10-110-1-1-1,1
0-10-110-111,1
-10-11-1-1-1-10,0
0-11-111-100,1
0-11-1-10101,1
0-1-1-1-1011-1,1
10110-1-1-10,1
0-1-11-1-10-11,1
00-111-10-1-1,-1
0-10-11-110-1,0
-11-1-1-1-1010,1
0-1100-1-11-1,1
01-1-1-1-1-1-1-1,1
-11100-1-1-1-1,1
10-1-11-10-1-1,0
0-111-1-10-10,1
101001-1-1-1,1
00101-1-11-1,1
-10-11-1-10-1-1,0
1-1-1001-1-1-1,0
01-1-110001,0
01-11-10100,1
0-1011001-1,-1
-10-1-11010-1,-1
110010-10-1,-1
-1-1-1101-100,1
-1100-1-1-101,0
01-11-101-10,1
-1010-1-1-11-1,0
0-1-1-11010-1,-1
-1-10-110-101,-1
1-100-101-1-1,1
-1-1-1010-110,-1
10-10-111-10,0
-1-10-1-1-1-101,0
1-10-11-1-100,1
0101-1-1-10-1,0
0-1-1101-101,1
0-1-11-10-11-1,1
10-11-10010,0
-1-100-1-1-111,1
-1-1001-101-1,-1
-11-100-1-1-1-1,1
1-1-1-10-110-1,1
-1011-100-1-1,0
-1110-10-110,1
-1-11-100-11-1,1
1-1-11-1-10-10,1
0-100101-11,-1
1010-1-10-1-1,-1
100-101-1-1-1,1
1100-100-11,-1
11-1-100-1-10,-1
11-11-100-10,1
-1-1-1-1-1-1-1-10,0
-1-110-1-1100,-1
0-1-1010-11-1,-1
0-1-10-1-1110,-1
01010-110-1,0
010-111001,1
0-110-11-1-1-1,1
0-110-101-1-1,-1
-10-1-1-1-1-110,0
10-1101010,1
-10-1-11-101-1,1
-1001-10-11-1,1
-1-1011-1001,-1
010-1-1-110-1,0
011001-1-1-1,1
1-10-1-1-1-1-10,1
-1-1-1-1-10101,1
-101-1-1-101-1,0
001010-11-1,-1
10-1-1-10-101,-1
010-1-11010,-1
-110-100-111,1
-1-1-11-10-1-10,0
-1010-1-1110,1
11-10-1-100-1,-1
0-101-10-111,1
01-10-10101,0
00-1011110,1
1-1-100101-1,1
-1-1-101-110-1,0
1-10-100-111,1
-10-1-101-1-11,1
10-11-10-10-1,-1
0-101-11-101,1
110-10-1-10-1,0
11001-10-1-1,-1
011100-1-1-1,1
101-10-11-10,1
-1-1-1-1-1-110-1,0
-1010-11-110,1
1-1-1001001,-1
01-10-1-1-11-1,1
-100110-101,-1
1-100101-1-1,1
0-10-111010,-1
00-10-1-1-111,-1
-100-111001,-1
00110-11-1-1,1
1-10-1-1-10-1-1,1
-1101-1-1100,1
0100-101-11,-1
11-10-10-110,1
0010-1-1-1-11,-1
0011-1-1-101,1
011-110-10-1,1
-1100-11-1-1-1,1
1010-11-10-1,1
10-10-1110-1,1
1100110-10,1
011001-10-1,-1
11-10-110-10,1
011-110-100,-1
00-111-1-1-10,-1
-1-11-10-10-11,0
-11-1-1-1-1001,0
-1-10-1011-1-1,1
001100-111,0
001-10-1-111,-1
-11001010-1,0
001-10011-1,-1
0101-11-1-10,1
1-1-10011-10,0
-10-11-10110,1
-1011-10001,0
-1011-1-1100,1
-1-10-1-1101-1,1
-1-10-1-10-11-1,-1
-10-1-111-100,-1
-1-1-100110-1,0
100-11-110-1,-1
00-1-110-111,1
0-1-111-1-1-10,0
0-10-101-11-1,1
-1100-101-11,1
011-1-1001-1,1
-10-101101-1,1
01-10-10-1-11,1
01-1-10011-1,1
-1-1-101010-1,-1
1-1-1-10-1-110,1
11-1-1-10100,1
0-1-110-1101,1
-1-110-1-1-101,-1
10011-1-10-1,-1
0-10-10111-1,1
01-1-11-100-1,1
1-10-111-100,1
11000-110-1,0
1-1-101-1100,0
-10-1-111-10-1,-1
01-10-11100,0
0-101-1-1-1-1-1,1
011-10010-1,1
-1-1010-11-1-1,1
11-10100-1-1,-1
-11-100-1-11-1,1
01-10-11-10-1,0
-101-11001-1,0
10-1-1-10-1-1-1,-1
-1-10-1-1-110-1,0
00-11011-1-1,1
0111-100-1-1,1
0-1011-1010,-1
-1-10-1-1-11-1-1,1
-1-110-1-1-1-1-1,1
-1-10-1-1-1101,1
1-1110-1-100,1
-10-1-1-10-11-1,0
01-1-110-1-10,-1
-1011-1-100-1,1
-1-10-101-11-1,1
00-1110110,1
10100101-1,0
001-101-11-1,1
00-10111-10,-1
00-111-1010,-1
10-11100-10,1
10-100-1-111,1
1-1-1-101-1-10,1
-1-111-10-10-1,0
-10-110-1011,1
-10-1-1-110-11,1
-1-1-1-11-1-10-1,0
0-10110011,1
-100-1-1101-1,1
0-1-10-11-101,-1
0-11-11-10-1-1,1
0-1-10-10-111,-1
10000-1-111,-1
0010-1011-1,-1
11010-1-100,-1
01-1-1110-10,1
0-1-10-11-11-1,1
11-10-1001-1,1
-1-1-1-11-1-100,0
-1-1-1-1-1-1100,-1
-10101-1-110,0
0-1-1-1-110-1-1,1
-10-1011100,-1
